year,university,school,course,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,course_category
2017,Singapore Management University,School of Information Systems (4-years programme) *,information systems management,95.1,91.3,3922.0,3905.0,4014.0,4000.0,3550.0,4500.0,Information Technology
2017,Singapore Management University,School of Information Systems (4-years programme) *,information systems management,96.1,94.1,4211.0,4334.0,4305.0,4334.0,4000.0,4750.0,Information Technology
2017,Singapore Management University,School of Social Sciences (4-years programme) *,social sciences,91.3,78.0,3344.0,3250.0,3493.0,3300.0,3000.0,3750.0,Sciences
2017,Singapore Management University,School of Social Sciences (4-years programme) *,social sciences,87.9,81.8,3810.0,3600.0,3938.0,3630.0,3300.0,4000.0,Sciences
2017,Singapore Management University,School of Law (4-years programme) *,law,97.6,94.0,4778.0,4500.0,4941.0,5000.0,4000.0,5840.0,Law
2017,Singapore Management University,School of Law (4-years programme) *,law,97.9,97.9,5163.0,5450.0,5287.0,5600.0,4200.0,6000.0,Law
2017,Singapore Institute of Technology,DigiPen Institute of Technology,arts in game design,96.2,92.3,3040.0,3000.0,3067.0,3000.0,2800.0,3200.0,Arts & Social Sciences
2017,Singapore Institute of Technology,DigiPen Institute of Technology,fine arts in digital arts and animation,88.5,69.2,2859.0,2825.0,2876.0,2875.0,2700.0,3000.0,Arts & Social Sciences
2017,Singapore Institute of Technology,DigiPen Institute of Technology,science in computer science and game design,100.0,100.0,3232.0,3250.0,3291.0,3250.0,2900.0,3600.0,Information Technology
2017,Singapore Institute of Technology,DigiPen Institute of Technology,science in computer science in real-time interactive simulation,96.9,90.6,3898.0,3800.0,3904.0,3800.0,3558.0,4140.0,Information Technology
2017,Singapore Institute of Technology,The Glasgow School of Art,arts with in communication design,90.7,68.5,2819.0,2600.0,2949.0,2700.0,2500.0,3200.0,Arts & Social Sciences
2017,Singapore Institute of Technology,The Glasgow School of Art,arts with in interior design,92.3,87.2,2818.0,2700.0,2841.0,2700.0,2500.0,3000.0,Arts & Social Sciences
2017,Singapore Institute of Technology,Newcastle University,engineering with in chemical engineering,77.3,62.1,3061.0,3100.0,3290.0,3255.0,2975.0,3600.0,Engineering
2017,Singapore Institute of Technology,Newcastle University,engineering with in electrical power engineering,94.4,88.9,3191.0,3200.0,3269.0,3200.0,3000.0,3450.0,Engineering
2017,Singapore Institute of Technology,Newcastle University,engineering with in marine engineering,96.2,88.5,3461.0,3300.0,3541.0,3500.0,3000.0,4000.0,Engineering
2017,Singapore Institute of Technology,Newcastle University,engineering with in mechanical design and manufacturing engineering,90.5,85.7,3063.0,3000.0,3145.0,3000.0,2800.0,3350.0,Engineering
2017,Singapore Institute of Technology,Newcastle University,engineering with in naval architecture,95.5,95.5,3451.0,3300.0,3537.0,3300.0,3200.0,3500.0,Architecture & Built Environment
2017,Singapore Institute of Technology,Newcastle University,engineering with in offshore engineering,100.0,86.7,3792.0,3300.0,3866.0,3300.0,3300.0,3950.0,Engineering
2017,Singapore Institute of Technology,Newcastle University,science with in food and human nutrition,97.7,79.1,2784.0,2600.0,2980.0,2700.0,2475.0,3200.0,Sciences
2017,Singapore Institute of Technology,Technische Universität München,science in chemical engineering,84.5,74.1,3061.0,3000.0,3301.0,3200.0,3000.0,3375.0,Engineering
2017,Singapore Institute of Technology,Technische Universität München,science in electrical engineering and information technology,82.8,82.8,3504.0,3175.0,3591.0,3400.0,3000.0,4000.0,Information Technology
2017,Singapore Institute of Technology,The Culinary Institute of America,professional studies in culinary arts management,87.9,54.5,2357.0,2300.0,2598.0,2300.0,2200.0,3259.0,Business & Administration
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,bachelor in science (occupational therapy),100.0,97.1,3217.0,3250.0,3258.0,3300.0,3020.0,3450.0,Health Sciences
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,bachelor in science (physiotherapy),100.0,96.8,3483.0,3350.0,3489.0,3400.0,3300.0,3500.0,Health Sciences
2017,Singapore Institute of Technology,University of Glasgow,engineering with in aeronautical engineering,81.3,65.6,3367.0,3100.0,3481.0,3200.0,2950.0,3700.0,Engineering
2017,Singapore Institute of Technology,University of Glasgow,engineering with in aerospace systems,80.0,52.5,3207.0,3125.0,3280.0,3125.0,2625.0,3650.0,Engineering
2017,Singapore Institute of Technology,University of Glasgow,engineering with in mechanical design engineering,96.6,87.9,3608.0,3100.0,3670.0,3200.0,3000.0,3700.0,Engineering
2017,Singapore Institute of Technology,University of Glasgow,engineering with in mechatronics,94.6,86.5,3412.0,3050.0,3595.0,3400.0,3000.0,4000.0,Engineering
2017,Singapore Institute of Technology,University of Glasgow,science with in computing science,95.8,85.9,3633.0,3600.0,3724.0,3600.0,3300.0,4200.0,Information Technology
2017,Singapore Institute of Technology,University of Manchester,science with in nursing practice,98.2,96.5,3507.0,3400.0,3741.0,3650.0,3600.0,3900.0,Health Sciences
2017,Singapore Institute of Technology,University of Liverpool,arts with in criminology and security,86.4,69.5,3759.0,3800.0,3825.0,3800.0,3050.0,4160.0,Arts & Social Sciences
2017,Singapore Institute of Technology,Wheelock College,science in early childhood education,96.4,92.9,2883.0,2900.0,2890.0,2900.0,2800.0,3000.0,Education
2017,Singapore Institute of Technology,Singapore Institute of Technology,accountancy,94.1,92.1,3073.0,3050.0,3113.0,3088.0,2975.0,3250.0,Accountancy
2017,Singapore Institute of Technology,Singapore Institute of Technology,hospitality business,94.7,84.2,2713.0,2700.0,2829.0,2800.0,2500.0,3100.0,Business & Administration
2018,Nanyang Technological University,College of Business (Nanyang Business School),accountancy,94.6,92.2,3214.0,3000.0,3245.0,3000.0,3000.0,3200.0,Accountancy
2018,Nanyang Technological University,College of Business (Nanyang Business School),accountancy and business,99.2,97.7,4391.0,4000.0,4456.0,4000.0,3600.0,4633.0,Accountancy
2018,Nanyang Technological University,College of Business (Nanyang Business School),business,92.6,84.3,3646.0,3500.0,3776.0,3500.0,3200.0,4000.0,Business & Administration
2018,Nanyang Technological University,College of Business (Nanyang Business School),business and computing,100.0,100.0,4536.0,4450.0,4572.0,4575.0,4200.0,4900.0,Information Technology
2018,Nanyang Technological University,College of Engineering,aerospace engineering,95.3,88.4,3710.0,3625.0,3873.0,3800.0,3365.0,4280.0,Engineering
2018,Nanyang Technological University,College of Engineering,bioengineering,77.5,66.2,3457.0,3500.0,3660.0,3500.0,3200.0,4000.0,Engineering
2018,Nanyang Technological University,College of Engineering,chemical and biomolecular engineering,91.6,86.0,3461.0,3500.0,3782.0,3600.0,3300.0,4200.0,Engineering
2018,Nanyang Technological University,College of Engineering,civil engineering,96.5,96.5,3521.0,3400.0,3597.0,3500.0,3200.0,3816.0,Engineering
2018,Nanyang Technological University,College of Engineering,computer engineering,95.8,95.8,3749.0,3700.0,3865.0,3775.0,3400.0,4200.0,Information Technology
2018,Nanyang Technological University,College of Engineering,computer science,94.4,93.0,3970.0,3800.0,4062.0,4000.0,3500.0,4500.0,Information Technology
2018,Nanyang Technological University,College of Engineering,electrical and electronic engineering,92.7,91.0,3625.0,3500.0,3772.0,3600.0,3323.0,4000.0,Engineering
2018,Nanyang Technological University,College of Engineering,environmental engineering,92.1,81.6,3388.0,3360.0,3485.0,3400.0,3000.0,3500.0,Engineering
2018,Nanyang Technological University,College of Engineering,information engineering and media,93.2,89.0,3724.0,3725.0,3800.0,3750.0,3500.0,4140.0,Engineering
2018,Nanyang Technological University,College of Engineering,maritime studies,93.3,90.0,3351.0,3300.0,3409.0,3350.0,3000.0,3640.0,Others
2018,Nanyang Technological University,College of Engineering,materials engineering,86.5,81.9,3457.0,3400.0,3650.0,3500.0,3200.0,4000.0,Engineering
2018,Nanyang Technological University,College of Engineering,mechanical engineering,85.6,81.1,3448.0,3500.0,3653.0,3500.0,3200.0,4000.0,Engineering
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","art, design and media",85.7,53.8,2930.0,2800.0,2986.0,3000.0,2600.0,3300.0,Others
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",chinese,86.4,76.3,3149.0,3150.0,3260.0,3500.0,3000.0,3518.0,Others
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",communication studies,95.0,84.2,3085.0,3000.0,3166.0,3000.0,2750.0,3500.0,Others
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",economics,90.1,84.0,3604.0,3500.0,3755.0,3536.0,3200.0,3959.0,Arts & Social Sciences
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",english,81.6,59.2,3051.0,3000.0,3124.0,3000.0,2600.0,3500.0,Others
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",history,74.4,56.4,3593.0,3500.0,3719.0,3500.0,3260.0,4150.0,Arts & Social Sciences
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",linguistics and multilingual studies,79.2,45.8,3074.0,3200.0,3091.0,3200.0,2900.0,3500.0,Arts & Social Sciences
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",philosophy,80.0,76.0,3031.0,3000.0,3126.0,3000.0,2550.0,3500.0,Arts & Social Sciences
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",psychology,90.1,78.0,3316.0,3300.0,3355.0,3370.0,3000.0,3684.0,Arts & Social Sciences
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",public policy and global affairs,80.6,71.0,3501.0,3350.0,3619.0,3350.0,3050.0,4018.0,Others
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",sociology,80.2,60.4,3275.0,3175.0,3374.0,3220.0,3000.0,3841.0,Arts & Social Sciences
2018,Nanyang Technological University,College of Sciences,biological sciences,80.1,67.0,3232.0,3200.0,3319.0,3250.0,3035.0,3650.0,Sciences
2018,Nanyang Technological University,College of Sciences,biomedical sciences and chinese medicine,90.9,81.8,2941.0,3000.0,2953.0,3000.0,2700.0,3100.0,Medicine
2018,Nanyang Technological University,College of Sciences,chemistry and biological chemistry,77.6,63.9,3205.0,3167.0,3427.0,3200.0,3000.0,3725.0,Sciences
2018,Nanyang Technological University,College of Sciences,environmental earth systems sciences,76.2,57.1,3347.0,3440.0,3389.0,3440.0,3150.0,3900.0,Sciences
2018,Nanyang Technological University,College of Sciences,mathematical sciences,87.1,75.9,3661.0,3600.0,3744.0,3650.0,3360.0,4000.0,Sciences
2018,Nanyang Technological University,College of Sciences,mathematics and economics,96.3,83.3,3481.0,3500.0,3569.0,3600.0,3200.0,4000.0,Sciences
2018,Nanyang Technological University,College of Sciences,physics and applied physics,80.2,74.1,3468.0,3300.0,3576.0,3400.0,3025.0,3800.0,Sciences
2018,Nanyang Technological University,National Institute of Education (NIE),arts (with education),100.0,99.2,3618.0,3750.0,3751.0,3800.0,3600.0,3806.0,Education
2018,Nanyang Technological University,National Institute of Education (NIE),science (with education),100.0,100.0,3600.0,3800.0,3738.0,3800.0,3600.0,4000.0,Education
2018,Nanyang Technological University,Sports Science and Management,sport science and management,87.0,61.1,3172.0,3200.0,3382.0,3300.0,3000.0,3600.0,Business & Administration
2018,National University of Singapore,Faculty of Arts & Social Sciences,arts,83.7,56.6,3169.0,3070.0,3322.0,3200.0,2800.0,3600.0,Arts & Social Sciences
2018,National University of Singapore,Faculty of Arts & Social Sciences,arts,87.5,60.8,3290.0,3300.0,3377.0,3300.0,3000.0,3600.0,Arts & Social Sciences
2018,Singapore University of Social Sciences,School of Business,accountancy,98.7,97.5,2858.0,2850.0,2879.0,3000.0,2700.0,3000.0,Accountancy
2018,National University of Singapore,Faculty of Arts & Social Sciences,social sciences,88.2,74.5,3459.0,3400.0,3526.0,3400.0,3200.0,3800.0,Sciences
2018,National University of Singapore,Faculty of Dentistry,dental surgery,100.0,100.0,4148.0,4050.0,4228.0,4050.0,4000.0,4450.0,Dentistry
2018,National University of Singapore,Faculty of Engineering,engineering (biomedical engineering),79.4,69.8,3357.0,3300.0,3444.0,3389.0,3280.0,3650.0,Engineering
2018,National University of Singapore,Faculty of Engineering,engineering (chemical engineering),89.9,84.1,3768.0,3700.0,4050.0,4000.0,3500.0,4300.0,Engineering
2018,National University of Singapore,Faculty of Engineering,engineering (civil engineering),91.8,89.8,3520.0,3500.0,3627.0,3500.0,3300.0,3900.0,Engineering
2018,National University of Singapore,Faculty of Engineering,engineering (electrical engineering),91.0,83.4,3712.0,3600.0,3982.0,3700.0,3400.0,4546.0,Engineering
2018,National University of Singapore,Faculty of Engineering,engineering (environmental engineering),88.9,74.6,3411.0,3300.0,3518.0,3400.0,3000.0,3868.0,Engineering
2018,National University of Singapore,Faculty of Engineering,engineering (industrial and systems engineering),91.5,87.8,3889.0,3800.0,4051.0,3895.0,3600.0,4500.0,Engineering
2018,National University of Singapore,Faculty of Engineering,engineering (materials science and engineering),88.6,86.4,3550.0,3600.0,3794.0,3600.0,3500.0,4305.0,Engineering
2018,National University of Singapore,Faculty of Engineering,engineering (mechanical engineering),92.8,86.9,3684.0,3500.0,3877.0,3700.0,3300.0,4100.0,Engineering
2018,National University of Singapore,Faculty of Law,laws,97.3,92.6,5070.0,5000.0,5263.0,5500.0,4500.0,5840.0,Law
2018,National University of Singapore,Faculty of Science,science,81.6,47.2,3146.0,3000.0,3289.0,3100.0,2900.0,3850.0,Sciences
2018,National University of Singapore,Faculty of Science,science,87.3,72.8,3371.0,3300.0,3460.0,3400.0,3000.0,3725.0,Sciences
2018,National University of Singapore,Faculty of Science,science (pharmacy),96.6,93.2,3549.0,3500.0,3723.0,3650.0,3500.0,3900.0,Sciences
2018,National University of Singapore,NUS Business School,business administration,95.7,84.8,3633.0,3150.0,3732.0,3225.0,3000.0,3750.0,Business & Administration
2018,National University of Singapore,NUS Business School,business administration,96.6,90.9,4286.0,3800.0,4424.0,3895.0,3300.0,4748.0,Business & Administration
2018,National University of Singapore,NUS Business School,business administration (accountancy),95.2,95.2,3209.0,3000.0,3522.0,3020.0,2700.0,3500.0,Accountancy
2018,National University of Singapore,NUS Business School,business administration (accountancy),97.6,95.3,3643.0,3100.0,3683.0,3200.0,3000.0,4000.0,Accountancy
2018,National University of Singapore,School of Computing,computing (computer science),96.9,91.8,4577.0,4280.0,4658.0,4320.0,3900.0,5000.0,Information Technology
